"date","home.team","home.score","away.team","away.score","venue","home.adv","away.adv","surface"
2012-10-20,"Eastside FC Red B00",2,"FC Alliance A B00",1,"RCL D1","home","away","Turf"
2012-10-20,"Crossfire Premier A B01",0,"WPFC Black B00",3,"RCL D1","home","away","Turf"
2012-10-20,"Snohomish United Black B00",3,"NWN Red B00",2,"RCL D2","home","away","Grass"
2012-10-20,"WPFC White B00",3,"Highline Premier Blue B00",0,"RCL D2","home","away","Grass"
2012-10-20,"Eastside FC White B00",4,"Westsound FC Red B00",0,"RCL D2","home","away","Turf"
2012-10-20,"PacNW Maroon B00",0,"Seattle United Tango B00",2,"RCL D2","home","away","Grass"
2012-10-20,"Crossfire Premier C B00",0,"FC Alliance B B00",7,"RCL D3","home","away","Grass"
2012-10-20,"Harbor Premier Select B00",5,"Sun City Strikers Red B00",1,"RCL D3","home","away","Turf"
2012-10-20,"Eastside FC Blue B00",1,"Whatcom Rangers Gold B00",3,"RCL D3","home","away","Turf"
2012-10-20,"WPFC Navy B00",1,"Slammers Orange B00",1,"RCL D4","home","away","Grass"
2012-10-20,"Snohomish United Red B00",1,"FC Alliance C B00",3,"RCL D4","home","away","Grass"
2012-10-20,"Crossfire Premier D B00",0,"Blackhills FC Black B00",0,"RCL D4","home","away","Turf"
